Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,1/1/2020,2020,1,1,,1,,-1.2,,-0.1,,18.1,,0,,,,,,0.2,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/2/2020,2020,1,2,,6.2,,0.9,,3.6,,14.4,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/3/2020,2020,1,3,,7.7,,3.6,,5.7,,12.3,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/4/2020,2020,1,4,,3.6,,0.3,,2,,16,,0,,,,,,1.5,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/5/2020,2020,1,5,,1.9,,-1.2,,0.3,,17.7,,0,,,,,,5.6,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/6/2020,2020,1,6,,2.9,,-1.7,,0.6,,17.4,,0,,,,,,0.2,,7,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/7/2020,2020,1,7,,3.9,,-3,,0.4,,17.6,,0,,,,,,0,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/8/2020,2020,1,8,,0.7,,-7.9,,-3.6,,21.6,,0,,,,,,1.6,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/9/2020,2020,1,9,,3.4,,-9.8,,-3.2,,21.2,,0,,,,,,0,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/10/2020,2020,1,10,,7.6,,3.3,,5.4,,12.6,,0,,,,,,1.1,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/11/2020,2020,1,11,,11.8,,2.2,,7,,11,,0,,,,,,55.3,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/12/2020,2020,1,12,,2.2,,-5.2,,-1.5,,19.5,,0,,,,,,12.8,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/13/2020,2020,1,13,,2.5,,-4.5,,-1,,19,,0,,,,,,0,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/14/2020,2020,1,14,,,M,,M,,M,,M,,M,,,,,,M,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/15/2020,2020,1,15,,4.7,,2.4,,3.6,,14.4,,0,,,,,,0,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/16/2020,2020,1,16,,2.5,,-10.4,,-3.9,,21.9,,0,,,,,,0,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/17/2020,2020,1,17,,-6.9,,-13.6,,-10.2,,28.2,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/18/2020,2020,1,18,,2.6,,-7.6,,-2.5,,20.5,,0,,,,,,16.1,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/19/2020,2020,1,19,,1.3,,-10.4,,-4.5,,22.5,,0,,,,,,0.3,,14,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/20/2020,2020,1,20,,-4.5,,-13.2,,-8.9,,26.9,,0,,,,,,0.6,,14,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/21/2020,2020,1,21,,-1.7,,-7.7,,-4.7,,22.7,,0,,,,,,0,,14,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/22/2020,2020,1,22,,1.4,,-5.3,,-2,,20,,0,,,,,,0,,13,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/23/2020,2020,1,23,,3.5,,-2.5,,0.5,,17.5,,0,,,,,,0.5,,13,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/24/2020,2020,1,24,,3.6,,1.2,,2.4,,15.6,,0,,,,,,20.9,,12,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/25/2020,2020,1,25,,3.9,,2.1,,3,,15,,0,,,,,,7.9,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/26/2020,2020,1,26,,4,,1.4,,2.7,,15.3,,0,,,,,,1.3,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/27/2020,2020,1,27,,2.2,,0.8,,1.5,,16.5,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/28/2020,2020,1,28,,2.5,,-1.2,,0.7,,17.3,,0,,,,,,0.4,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/29/2020,2020,1,29,,-1,,-6.6,,-3.8,,21.8,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/30/2020,2020,1,30,,-1.3,,-5.3,,-3.3,,21.3,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/31/2020,2020,1,31,,0.3,,-2.7,,-1.2,,19.2,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/1/2020,2020,2,1,,1.3,,-2,,-0.4,,18.4,,0,,,,,,2.1,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/2/2020,2020,2,2,,2.5,,-0.1,,1.2,,16.8,,0,,,,,,6.1,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/3/2020,2020,2,3,,6.4,,2.2,,4.3,,13.7,,0,,,,,,0.5,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/4/2020,2020,2,4,,3.2,,-3.7,,-0.2,,18.2,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/5/2020,2020,2,5,,-2.3,,-7,,-4.6,,22.6,,0,,,,,,1.1,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/6/2020,2020,2,6,,-2.3,,-4.6,,-3.4,,21.4,,0,,,,,,7.7,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/7/2020,2020,2,7,,-3.4,,-7.6,,-5.5,,23.5,,0,,,,,,1.4,,8,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/8/2020,2020,2,8,,-6.1,,-13.4,,-9.8,,27.8,,0,,,,,,1.1,,8,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/9/2020,2020,2,9,,2.1,,-7.9,,-2.9,,20.9,,0,,,,,,5.8,,7,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/10/2020,2020,2,10,,4.2,,1,,2.6,,15.4,,0,,,,,,1.2,,8,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/11/2020,2020,2,11,,3.8,,-0.9,,1.5,,16.5,,0,,,,,,0,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/12/2020,2020,2,12,,2,,-2.4,,-0.2,,18.2,,0,,,,,,0.9,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/13/2020,2020,2,13,,0.8,,-15.4,,-7.3,,25.3,,0,,,,,,2.4,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/14/2020,2020,2,14,,-7.8,,-19.1,,-13.4,,31.4,,0,,,,,,0.6,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/15/2020,2020,2,15,,1.1,,-8.7,,-3.8,,21.8,,0,,,,,,0.4,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/16/2020,2020,2,16,,4.3,,-1.5,,1.4,,16.6,,0,,,,,,0.4,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/17/2020,2020,2,17,,0.1,,-4.2,,-2,,20,,0,,,,,,1,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/18/2020,2020,2,18,,6.1,,-0.6,,2.8,,15.2,,0,,,,,,8.6,,9,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/19/2020,2020,2,19,,0.3,,-5.7,,-2.7,,20.7,,0,,,,,,0,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/20/2020,2020,2,20,,-4,,-9.1,,-6.5,,24.5,,0,,,,,,1,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/21/2020,2020,2,21,,1,,-9.1,,-4.1,,22.1,,0,,,,,,0.2,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/22/2020,2020,2,22,,5.5,,-3.2,,1.1,,16.9,,0,,,,,,0.2,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/23/2020,2020,2,23,,7.5,,1.7,,4.6,,13.4,,0,,,,,,0.8,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/24/2020,2020,2,24,,9.4,,2.2,,5.8,,12.2,,0,,,,,,1.1,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/25/2020,2020,2,25,,5.6,,1.7,,3.7,,14.3,,0,,,,,,0.2,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/26/2020,2020,2,26,,4.1,,-3.2,,0.4,,17.6,,0,,,,,,11.8,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/27/2020,2020,2,27,,-2.7,,-5.3,,-4,,22,,0,,,,,,3.1,,13,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/28/2020,2020,2,28,,-2.5,,-9.4,,-5.9,,23.9,,0,,,,,,1.1,,8,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/29/2020,2020,2,29,,-3.2,,-12.8,,-8,,26,,0,,,,,,1.2,,7,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/1/2020,2020,3,1,,4.5,,-7.7,,-1.6,,19.6,,0,,,,,,0.7,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/2/2020,2020,3,2,,7.1,,2.4,,4.7,,13.3,,0,,,,,,2.1,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/3/2020,2020,3,3,,4.8,,2.7,,3.8,,14.2,,0,,,,,,9.9,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/4/2020,2020,3,4,,7.7,,1.9,,4.8,,13.2,,0,,,,,,0.4,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/5/2020,2020,3,5,,5.2,,-0.9,,2.2,,15.8,,0,,,,,,1.1,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/6/2020,2020,3,6,,3.7,,-0.8,,1.4,,16.6,,0,,,,,,1.2,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/7/2020,2020,3,7,,3.6,,-5.4,,-0.9,,18.9,,0,,,,,,1.1,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/8/2020,2020,3,8,,10.6,,1.2,,5.9,,12.1,,0,,,,,,0.5,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/9/2020,2020,3,9,,17.2,,7.5,,12.4,,5.6,,0,,,,,,0.2,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/10/2020,2020,3,10,,11.5,,-0.4,,5.6,,12.4,,0,,,,,,3.4,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/11/2020,2020,3,11,,3.8,,-0.9,,1.5,,16.5,,0,,,,,,0.2,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/12/2020,2020,3,12,,6.3,,0.6,,3.4,,14.6,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/13/2020,2020,3,13,,8.9,,2.6,,5.8,,12.2,,0,,,,,,6.2,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/14/2020,2020,3,14,,4.7,,-0.1,,2.3,,15.7,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/15/2020,2020,3,15,,4.2,,-2.4,,0.9,,17.1,,0,,,,,,0.8,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/16/2020,2020,3,16,,3.5,,-1.7,,0.9,,17.1,,0,,,,,,1.5,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/17/2020,2020,3,17,,9,,0.7,,4.9,,13.1,,0,,,,,,0.4,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/18/2020,2020,3,18,,4.5,,-0.7,,1.9,,16.1,,0,,,,,,2.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/19/2020,2020,3,19,,6.7,,2.9,,4.8,,13.2,,0,,,,,,2.3,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/20/2020,2020,3,20,,15.5,,-3.6,,5.9,,12.1,,0,,,,,,4.6,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/21/2020,2020,3,21,,1.8,,-7.7,,-2.9,,20.9,,0,,,,,,0.9,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/22/2020,2020,3,22,,2.2,,-4.7,,-1.2,,19.2,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/23/2020,2020,3,23,,3.9,,0.4,,2.2,,15.8,,0,,,,,,12.1,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/24/2020,2020,3,24,,5.2,,1.3,,3.3,,14.7,,0,,,,,,0.2,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/25/2020,2020,3,25,,8.7,,2.6,,5.7,,12.3,,0,,,,,,1,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/26/2020,2020,3,26,,14.2,,3.7,,8.9,,9.1,,0,,,,,,0.9,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/27/2020,2020,3,27,,9.3,,2.6,,5.9,,12.1,,0,,,,,,0.9,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/28/2020,2020,3,28,,7.2,,3.8,,5.5,,12.5,,0,,,,,,1.1,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/29/2020,2020,3,29,,18.4,,4.9,,11.7,,6.3,,0,,,,,,11.3,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/30/2020,2020,3,30,,9.7,,5.6,,7.6,,10.4,,0,,,,,,2.5,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/31/2020,2020,3,31,,6.3,,4.4,,5.4,,12.6,,0,,,,,,0.3,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/1/2020,2020,4,1,,9.4,,2.7,,6.1,,11.9,,0,,,,,,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/2/2020,2020,4,2,,14.1,,3.5,,8.8,,9.2,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/3/2020,2020,4,3,,12.1,,2.9,,7.5,,10.5,,0,,,,,,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/4/2020,2020,4,4,,10.9,,7.1,,9,,9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/5/2020,2020,4,5,,11.2,,3.6,,7.4,,10.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/6/2020,2020,4,6,,12.8,,1.6,,7.2,,10.8,,0,,,,,,1.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/7/2020,2020,4,7,,13.6,,5.4,,9.5,,8.5,,0,,,,,,6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/8/2020,2020,4,8,,14.7,,6.2,,10.4,,7.6,,0,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/9/2020,2020,4,9,,10.1,,2.1,,6.1,,11.9,,0,,,,,,8.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/10/2020,2020,4,10,,8.1,,1,,4.5,,13.5,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/11/2020,2020,4,11,,9.7,,0,,4.8,,13.2,,0,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/12/2020,2020,4,12,,13,,5,,9,,9,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/13/2020,2020,4,13,,14.6,,3.5,,9.1,,8.9,,0,,,,,,14.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/14/2020,2020,4,14,,7.8,,0.2,,4,,14,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/15/2020,2020,4,15,,5.3,,-1.4,,2,,16,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/16/2020,2020,4,16,,5.2,,-2.1,,1.6,,16.4,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/17/2020,2020,4,17,,5.9,,-0.9,,2.5,,15.5,,0,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/18/2020,2020,4,18,,10.9,,-0.9,,5,,13,,0,,,,,,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/19/2020,2020,4,19,,13.5,,0.2,,6.8,,11.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/20/2020,2020,4,20,,6.4,,-0.6,,2.9,,15.1,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/21/2020,2020,4,21,,7.8,,-0.9,,3.4,,14.6,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/22/2020,2020,4,22,,6.6,,-1.9,,2.4,,15.6,,0,,,,,,1.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/23/2020,2020,4,23,,5.6,,-0.1,,2.8,,15.2,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/24/2020,2020,4,24,,10.9,,5.6,,8.3,,9.7,,0,,,,,,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/25/2020,2020,4,25,,12.9,,2.8,,7.8,,10.2,,0,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/26/2020,2020,4,26,,11.7,,6.7,,9.2,,8.8,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/27/2020,2020,4,27,,13.5,,5.3,,9.4,,8.6,,0,,,,,,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/28/2020,2020,4,28,,11.3,,6.8,,9.1,,8.9,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/29/2020,2020,4,29,,13.7,,7.5,,10.6,,7.4,,0,,,,,,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/30/2020,2020,4,30,,13.1,,8.7,,10.9,,7.1,,0,,,,,,8.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/1/2020,2020,5,1,,16.1,,8.5,,12.3,,5.7,,0,,,,,,1.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/2/2020,2020,5,2,,14.9,,7.3,,11.1,,6.9,,0,,,,,,2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/3/2020,2020,5,3,,21.9,,9,,15.4,,2.6,,0,,,,,,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/4/2020,2020,5,4,,11.1,,3.5,,7.3,,10.7,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/5/2020,2020,5,5,,8.9,,1.9,,5.4,,12.6,,0,,,,,,1.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/6/2020,2020,5,6,,12.2,,4.9,,8.6,,9.4,,0,,,,,,1.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/7/2020,2020,5,7,,13.9,,3.2,,8.5,,9.5,,0,,,,,,1.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/8/2020,2020,5,8,,5.7,,-1.5,,2.1,,15.9,,0,,,,,,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/9/2020,2020,5,9,,6.5,,-2.1,,2.2,,15.8,,0,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/10/2020,2020,5,10,,10.2,,1.5,,5.8,,12.2,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/11/2020,2020,5,11,,8.3,,0.9,,4.6,,13.4,,0,,,,,,4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/12/2020,2020,5,12,,8.8,,-0.4,,4.2,,13.8,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/13/2020,2020,5,13,,12.5,,0,,6.2,,11.8,,0,,,,,,1.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/14/2020,2020,5,14,,10.7,,7,,8.9,,9.1,,0,,,,,,1.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/15/2020,2020,5,15,,18.8,,8.7,,13.7,,4.3,,0,,,,,,4.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/16/2020,2020,5,16,,16.7,,9.6,,13.2,,4.8,,0,,,,,,1.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/17/2020,2020,5,17,,15.3,,9.8,,12.5,,5.5,,0,,,,,,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/18/2020,2020,5,18,,15.6,,11.4,,13.5,,4.5,,0,,,,,,8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/19/2020,2020,5,19,,17.7,,12.3,,15,,3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/20/2020,2020,5,20,,18.3,,11.5,,14.9,,3.1,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/21/2020,2020,5,21,,20.4,,10.3,,15.4,,2.6,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/22/2020,2020,5,22,,23.5,,10.7,,17.1,,0.9,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/23/2020,2020,5,23,,24.4,,14.1,,19.2,,0,,1.2,,,,,,1.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/24/2020,2020,5,24,,24.7,,15.9,,20.3,,0,,2.3,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/25/2020,2020,5,25,,29.7,,18.4,,24.1,,0,,6.1,,,,,,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/26/2020,2020,5,26,,31.5,,17.9,,24.7,,0,,6.7,,,,,,1.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/27/2020,2020,5,27,,28.5,,19.7,,24.1,,0,,6.1,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/28/2020,2020,5,28,,23.7,,17.8,,20.8,,0,,2.8,,,,,,7.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/29/2020,2020,5,29,,23.8,,13.4,,18.6,,0,,0.6,,,,,,3.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/30/2020,2020,5,30,,19.3,,9.4,,14.4,,3.6,,0,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/31/2020,2020,5,31,,16.6,,7.8,,12.2,,5.8,,0,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/1/2020,2020,6,1,,23.8,,9.7,,16.8,,1.2,,0,,,,,,1.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/2/2020,2020,6,2,,23.2,,14.1,,18.6,,0,,0.6,,,,,,6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/3/2020,2020,6,3,,28.1,,14,,21,,0,,3,,,,,,2.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/4/2020,2020,6,4,,28.8,,16,,22.4,,0,,4.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/5/2020,2020,6,5,,25.8,,17.3,,21.6,,0,,3.6,,,,,,4.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/6/2020,2020,6,6,,25.3,,15.2,,20.2,,0,,2.2,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/7/2020,2020,6,7,,21.6,,12.7,,17.2,,0.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/8/2020,2020,6,8,,22.8,,12.2,,17.5,,0.5,,0,,,,,,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/9/2020,2020,6,9,,30.5,,16.1,,23.3,,0,,5.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/10/2020,2020,6,10,,30.4,,16.9,,23.7,,0,,5.7,,,,,,15.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/11/2020,2020,6,11,,24.5,,16.6,,20.6,,0,,2.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/12/2020,2020,6,12,,19.3,,10.7,,15,,3,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/13/2020,2020,6,13,,18.1,,9.8,,13.9,,4.1,,0,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/14/2020,2020,6,14,,18.1,,10.3,,14.2,,3.8,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/15/2020,2020,6,15,,20.7,,12,,16.4,,1.6,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/16/2020,2020,6,16,,24.1,,12.3,,18.2,,0,,0.2,,,,,,1.2,,,,,M,,M
